gene	logFC
SOX6	0.30366558
RPS4X	-0.134978064
HIST2H2BA	0.270415953
HEATR4	0.239228855
PADI3	0.230687402
SNAR-E	-0.271803334
ITLN2	-0.227075448
FILIP1L	-0.238148499
EPN3	-0.286255039
SEC14L5	0.366459612
CYP8B1	-0.188818479
C5orf48	0.416102503
C12orf59	-0.269946047
LOC283738	0.231246587
MGAT2	0.14321692
BTD	-0.253258416
METTL11A	0.151120964
KIAA1797	0.099264827
KLRG1	-0.302971247
LATS1	-0.329572393
MRTO4	0.213337416
CD83	-0.147158206
NRBP1	0.180890819
LITAF	-0.143509072
DHX30	-0.090457974
GPR19	-0.290611178
MCART6	-0.235094019
NPM2	0.152010753
OR8I2	0.220523639
CXorf23	-0.224329663
GABPB1	0.217231491
SLC39A11	0.119322318
SLC38A6	0.257361224
CMA1	0.364131923
SLC17A2	-0.15838938
FLJ31306	-0.266576422
OR52N5	-0.266827937
FLJ34223	-0.168752364
MADD	-0.143176276
AVIL	-0.299582801
ACVR1	-0.148481782
C1GALT1	-0.168398949
ADCK2	-0.217093193
PRELID1	0.144875677
GNB4	-0.158378651
TMEM104	-0.148863915
PRAMEF6	0.194213559
MYL7	0.297973989
NPR3	0.134921098
CLRN2	0.323349762
PRO1768	0.281124331
CLRN1	0.178187677
ABHD8	-0.153982909
PTP4A1	0.114704949
KRTAP5-1	-0.263128682
LOC100131242	0.408157086
CRYL1	-0.112463372
CADM2	0.142752603
PALM2	0.181691433
TMEM8C	0.19287323
PHTF2	-0.177000061
GAL3ST3	-0.132199581
PAR5	0.129893268
C12orf33	0.155867795
COL11A2	0.312699687
HBP1	0.126944241
PHKA2	-0.100941048
CPSF7	-0.119895096
ADAM29	0.214625918
RAD18	-0.257346321
ANGPTL1	-0.394380936
TIMELESS	0.129943131
NUDT21	0.122849372
C11orf75	-0.108907866
PMM1	0.112880614
ABCA3	-0.234960902
CCL20	-0.307021722
DNTTIP1	0.096757133
PPP4R4	0.284736768
LOC100128219	0.258373189
MKLN1	0.201970256
CNGA1	0.259307532
THNSL1	-0.331730008
LOC100128077	-0.293765437
SLC46A3	-0.247965337
GOT1L1	0.176706997
LOC100506514	0.307672209
KIAA1147	-0.188364435
TIGD4	0.156701682
LOC100499183	0.178340778
C17orf51	-0.286117446
C2orf67	-0.197847762
MAPK9	-0.15956147
CNN1	0.293030741
DSC2	-0.259244794
DNASE1L3	-0.360361774
MTIF2	-0.121815687
AQP6	0.192264086
SCARB1	-0.166696205
PIGO	-0.099068106
TNFSF13	-0.176826349
CXorf26	-0.19006725
CCDC113	-0.44458084
LDB1	-0.234815152
PFDN6	-0.163748212
RPE65	0.213738024
LOC284215	0.196194084
GNMT	0.304775399
PARD6G	0.394870263
LOC100286979	-0.27217053
MT1M	0.340313912
MFAP4	0.258258841
LOC647020	0.187068229
GJC3	0.215225665
IPMK	-0.281220564
CD244	0.302203763
STRN4	0.175344646
ZKSCAN4	0.164205196
FBLN1	0.254960918
VN1R3	0.331401551
FAM5C	-0.180665814
OR1G1	-0.197220383
DISP2	-0.146707114
CYP4B1	-0.392439043
GLS2	0.263690167
LCOR	-0.250033264
FAM111A	-0.214251762
HDHD3	-0.314116915
CAPRIN1	-0.223079465
XK	-0.339381444
GLRA3	0.20960518
RPL13	-0.155359071
CORO7	-0.112026869
FOS	0.267066449
MFSD3	0.215421142
PIK3R4	-0.128082519
NLGN3	-0.169827666
LOC730091	-0.221313002
STRA6	-0.266155972
CECR3	0.292469269
PDC	0.296080938
TMEM106B	-0.193471876
PTN	0.32079215
MED10	-0.150002426
WWC3	-0.160822715
CTDSPL	-0.22950129
SECISBP2L	-0.224176764
TF	0.164688481
BCL2L12	0.10162022
RPAP1	-0.114120037
LOC338588	-0.174430674
TIRAP	-0.194521352
HLTF	-0.190451134
C17orf53	0.20885313
KCNK4	0.282280313
VARS2	-0.15707731
C1orf21	0.306364759
FRG1	-0.133176213
PUSL1	-0.095509515
RELL2	0.153611918
EPC1	-0.225507085
CSNK1G2	0.121591373
MKRN7P	-0.254024568
SLC45A3	-0.188911755
XPNPEP1	0.150299654
GPX8	-0.201305813
NENF	-0.114932616
SIX2	0.31088283
SIX3	0.360041456
RPS3A	-0.149291602
ADAM23	0.270750786
TSSC4	0.099958413
OTOS	0.300599012
OGDH	-0.209699369
LOC100134368	0.461614907
PIWIL4	-0.157770165
IL6ST	-0.16827083
MAGEA4	0.172453314
OR6M1	0.237862839
C10orf53	-0.241902669
LOC100128239	-0.232352524
LOC339822	0.142796823
CSTF3	-0.174849326
LOC100507634	0.251800636
KRTAP19-1	0.220814778
DNAJB11	0.109208045
LOC100128496	0.236863185
HPVC1	0.248122288
BSX	0.359342289
SAMD8	-0.224804317
CYMP	0.292399272
ATP6V1B2	0.155887686
ZNF750	0.249401779
STX2	0.175108418
ETHE1	-0.152729812
LOC647979	-0.225981232
MAD1L1	0.140442268
CRMP1	-0.344853793
CRAT	-0.132207274
SPAM1	0.233241118
MAP6D1	-0.180615728
TSEN54	0.209765724
PPL	0.270907263
SCTR	0.293388484
MANEA	-0.256348214
LRRC18	0.26823711
GRK6	0.125123145
PLAUR	-0.144321511
ZSWIM7	-0.206225958
LOC158434	0.365465278
APOC1	-0.24086218
RPS21	-0.135057479
LOC151760	0.216186789
C16orf92	0.206109338
TMEM219	0.149881889
AGTR2	0.182268284
CAD	-0.155169939
NAGA	0.111533658
TIGD7	-0.302730909
FAM123A	0.204513111
STRN	-0.260293326
DUSP7	0.295330403
FAM150A	0.150907181
PCDHAC2	0.236258402
IGLL1	0.419533762
PRSS37	-0.217562221
RAB25	0.308938916
LOC728316	0.166482297
FNTB	0.172563234
PLAC8	-0.318666015
ERBB3	-0.265435498
NPEPPS	-0.163299725
SOX4	-0.288610918
C1QTNF8	0.289812653
PPP4R1L	-0.221703465
RBM12	-0.189391131
PPM1D	-0.175587901
ZAR1	0.182550535
OR13J1	0.321623738
TNFAIP8L3	0.214309159
ZMYND19	0.258732091
AGXT2L1	0.24987236
AMPD3	0.360103942
C22orf36	0.282190613
ISG20L2	-0.10663851
HLA-G	-0.151691038
OR2B3	0.314676796
LOC728323	0.170024305
EXOC3L2	0.326251996
C1orf56	-0.134390201
ATMIN	-0.142073931
SLC25A21	-0.14663463
SNRPF	-0.106391176
LOC100130920	-0.332295203
TBCEL	-0.189555421
ITGA2B	0.265491806
AGAP2	-0.209646549
SEC22A	0.138363884
SKAP2	-0.164263763
NT5DC4	0.338599982
CRADD	0.162157933
ITGB1BP2	0.441342738
NGF	0.326184977
OR12D2	0.197107109
KIAA1462	-0.196347321
SLC6A4	-0.227496801
FAM13A	-0.238253249
PPM1M	0.120379816
BIRC2	-0.171745593
SLC25A12	-0.164154904
C11orf83	0.116088544
LPHN2	0.264596841
XPC	-0.11925264
CALN1	0.14166945
ABCE1	0.205106987
ASCC1	-0.138200564
LY6G5C	0.331981307
FAM24A	-0.195713168
UBC	-0.130911146
PGM5P2	-0.270674082
CTNND2	-0.251732536
TRIM58	0.307248149
ZCCHC10	-0.162046949
KRTAP10-12	0.215059907
UNC80	-0.193524263
DNAH7	-0.243045394
LYZL6	0.197040906
LOC643355	0.300995499
SCYL3	-0.197529312
FBXL15	-0.087552803
HULC	-0.310630323
CD46	-0.242583379
ZNF80	-0.166536173
TWF1	-0.171629446
HIST1H2BE	0.271419394
OR10K1	0.335804207
GMFB	-0.158162274
GFRA4	0.349151328
ZNF35	0.225695532
FGF4	0.262521067
LOC388152	0.256534161
FBXO48	-0.196571524
SP1	-0.159518355
IRX1	0.15008998
CPA6	0.20030581
COL9A3	0.316399491
GPR68	-0.391037653
HES6	0.239329448
MAL2	0.45354428
EIF2S1	-0.202776247
ZNF594	-0.223335504
FSD1L	-0.240238199
MLLT6	-0.180151055
PCM1	-0.1519989
LGALS2	-0.415311327
IMP4	0.095128639
C10orf82	0.313013014
PDLIM2	-0.190999054
RAB3A	-0.259259861
TWIST1	0.235189729
ALDH1A2	-0.373064931
LCLAT1	-0.157673268
KLHL20	-0.209424683
EBF1	0.344568101
SPIC	0.24896614
TRPC7	0.277331705
C6orf192	0.280769044
SLC35C1	-0.129445196
MOSPD2	-0.190540581
LOC339593	0.244665714
OR1N1	0.263867955
LIPT2	-0.163650374
KRT28	0.323096331
HMGA1	0.186948393
PRH2	-0.21500397
SULT1B1	-0.369288253
OR10S1	0.180984536
MAN2A1	-0.212429104
PHEX	-0.241564518
LOC339874	-0.286634388
PITPNM3	-0.239865064
LOC100131101	-0.104220423
LOC286083	0.382692184
ARHGAP17	-0.176830553
HPX	0.279359755
LOC100507530	-0.172807414
LOC643454	0.184163606
WEE2	-0.119473124
RGS22	-0.221924142
SCAMP1	-0.205512438
CNBP	-0.126026252
HSPC072	0.316653307
JMJD6	0.219883906
SLC16A2	0.198288674
OR11A1	0.223777949
ANXA13	0.333914019
ZNF75A	-0.124606587
LOC727710	-0.158254105
MAS1	0.191191889
TSHZ1	-0.218857411
KRTAP19-8	0.278625632
LAMB4	0.327770703
RBM46	-0.101972951
TDRD9	-0.352829513
C16orf72	-0.107053448
MICB	-0.145118726
LGI2	0.200769005
SART1	-0.173584108
PDDC1	-0.154611826
LOC100129763	0.242374377
PPP1R14A	0.285325265
GSTK1	-0.102005015
ADAMTS20	0.298307047
LOC100129894	0.279433174
SOHLH2	0.110787143
ZNF491	-0.239588626
AGBL1	0.32607043
NKAPL	0.205197003
TMEM69	-0.128818191
B3GALT1	-0.150571028
TIMM22	-0.202249552
CLDN12	-0.237897897
GRIA2	0.270330759
PDGFB	-0.327792307
LINGO3	0.143024586
MFSD8	0.192153828
KPNA7	0.30831607
UTP15	-0.236062387
LRRC29	-0.224934242
HMHA1	-0.220681791
TMEM140	-0.183935566
TMEM65	-0.238551768
NDUFV1	-0.103032491
ZFHX4	0.213225688
SMC6	-0.181576076
ENTPD6	-0.10457407
SMAD5	-0.148949491
LOC100288568	0.126619238
CHRNB3	0.2104678
FILIP1	0.369990627
C1orf144	-0.082477148
LOC100289079	0.237412384
RANGRF	-0.132244823
ZNF546	-0.232911989
LOC400756	0.181828424
DCHS2	0.295904977
C19orf20	-0.232130598
SLC16A9	0.201349591
NUP98	-0.085416623
CTSH	-0.139685501
PROL1	0.178922138
METTL2A	-0.163153464
PLCZ1	-0.140190061
DGKB	0.224632993
SYT5	0.238535989
ADCY8	-0.087746945
GRPEL2	-0.142344986
GJD3	0.291332435
LOC375196	0.318201237
CAPN2	-0.13609592
PSMA1	-0.121673554
KRT71	0.330928222
HRH1	-0.201151576
XRN2	-0.170292169
TBP	-0.084347418
SPRR2E	0.331635095
ZNF263	-0.207750087
KCNMB3	-0.292014274
NOL9	-0.174243023
TEX28	0.228314612
AQP7	0.467286698
C8orf77	0.273510011
LOC100128131	-0.199628043
KRT19	0.445118866
MYO1E	0.147150823
UBTFL1	0.364767325
TMED4	-0.146902342
THAP1	-0.144895291
SIGMAR1	0.123498929
GALK2	0.093795697
IGSF22	-0.151437784
LOC283624	-0.237201249
SLC25A20	-0.106139557
PPP2R5C	-0.132190872
CCNF	0.261373373
C20orf196	-0.139047143
ADAM3A	0.303139927
RSPRY1	-0.145972451
ACAA1	-0.098627547
SIT1	-0.354499148
FFAR2	0.321451366
PTTG1IP	-0.101187649
HOXA3	0.223351263
APOA1BP	-0.095231967
C14orf166B	-0.17859502
GFOD2	-0.124617388
ATRNL1	0.220278122
TMEM9B	-0.105713728
MAP1LC3C	-0.295954344
MID1	0.239033333
CCDC66	0.313419924
ZC4H2	-0.199368539
APOD	0.228855325
SENP7	-0.259613647
ZFP106	-0.136691697
CANT1	-0.221938055
TEKT5	0.234228735
PACSIN3	0.303594725
FTL	-0.175658
FAM154A	0.31423366
SET	0.156904718
LMNB1	0.21774134
ETV7	-0.339706507
IL13RA2	-0.157347534
BAIAP3	-0.228865478
MYL12B	-0.125509466
CECR9	0.351480535
COL6A2	0.409679972
BSPRY	0.408076168
PAGE2B	-0.257972718
MCOLN3	0.341256903
ANKRD60	0.432501266
CECR7	-0.220466452
ZNF559	-0.248210919
RNF41	0.145513378
TEX101	0.297556952
HAUS5	0.22267658
IGFBP2	-0.362202612
OR10R2	0.131320188
NODAL	0.299517285
FLJ46120	0.204854748
SLC7A6	-0.303261387
MCRS1	-0.132129194
CCDC51	-0.127414773
VWA2	0.2568253
S1PR1	-0.391799668
HKR1	-0.267995561
GHDC	-0.211346768
TPM1	0.18338766
STK19	-0.136146902
S100A10	-0.149334996
C19orf55	0.282697866
DOPEY2	-0.200590201
ALKBH6	-0.174149176
GJB2	0.30837753
SMCP	0.292813694
OR56A1	0.35197937
OR4P4	0.384466644
POU3F1	0.162397935
IHH	0.272125447
TTC32	0.168408161
FBLN2	0.434053194
DLK2	-0.226249478
DGCR10	0.38373877
REXO1	0.209738379
KIAA1279	-0.176536035
AHI1	-0.288627535
HK3	0.208294836
ZNF682	0.343670406
POM121L1P	-0.181602674
TOR2A	0.256847618
TGFB3	-0.209812784
SERPINF1	0.222854854
CSNK1G1	-0.214774556
KRTAP2-4	0.191260934
PCSK6	0.364329268
RIOK1	-0.142723501
MYO5B	0.283336351
CREB3L2	-0.11617574
HTR6	0.257075991
LOC100131107	0.284996588
MEG8	0.338828204
PSME4	0.198353663
DOK5	0.323786833
SLC5A12	0.283213494
ENDOD1	-0.1301691
WFDC3	0.267870755
SMN1	-0.168067903
BTBD7	-0.195506186
LOC646014	0.222363508
ALG3	0.147347128
VAMP8	-0.162281903
3-Mar	0.232184236
PRPS2	-0.209895049
PDZD11	0.115332865
STAR	-0.147431873
C8orf78	0.229882626
GSC	0.351054576
MSMB	-0.535899369
UBOX5	-0.237637736
LOC284108	0.363990282
C1QTNF7	0.133968227
KCNIP2	0.342435243
ABCB9	0.219126829
ATRX	-0.202195597
POP1	0.175480886
LPPR3	0.273820654
THEM4	-0.210043884
ARL3	-0.249472323
EN1	0.51870099
NRIP1	-0.188163052
HABP4	-0.119191991
JAM3	-0.156225167
ALDOB	0.196459806
EVC2	0.235009601
SEZ6L	0.194858122
TET1	0.226863749
PBOV1	0.295042622
CDC73	-0.284568225
SLC26A3	-0.148784707
ZNF189	-0.209480306
MTHFD2	0.13890664
MRPL20	0.091073502
ZNF876P	-0.172732945
PRDX6	0.093236273
QDPR	0.148398178
FARP1	-0.265490331
CRYBA1	0.180851572
RPS15A	-0.120701459
ABCF1	-0.123596991
MEOX1	-0.136633361
LOC100129297	0.322280192
ATXN10	0.127801709
TYROBP	-0.115649499
FBXO25	-0.107474816
DEFT1P	0.161707854
RPL27	-0.118945669
LOC100131910	0.320893503
BTN1A1	0.359438191
RGNEF	-0.327950025
TSSK1B	0.178565444
GPBAR1	-0.194633444
C4orf36	-0.123096028
ADCYAP1R1	0.232750505
C10orf93	-0.095346742
CCDC8	0.306866836
SOX14	0.266472316
LCN9	0.227107478
EYS	0.232303742
STRADB	-0.139748691
RNF125	-0.198989486
SLC4A9	0.368246768
NDUFA9	0.150038584
ASAP2	0.249362674
C10orf129	0.26378623
CSH2	0.272625061
LOC401442	0.114534571
MMP27	0.137006522
IRF3	-0.187888348
LOC100128191	0.259277793
GPR160	-0.165779798
KIR3DL1	-0.277917161
ALDH16A1	0.117488088
ZNF642	-0.275846351
MST1	-0.126724165
B4GALT4	-0.154432746
SCOC	-0.195955573
SNAPC2	-0.109364365
THAP8	0.148875922
DUSP18	-0.204015119
C2orf82	-0.174986616
GSK3A	-0.094892446
TMEM54	0.252677735
MAGEE2	0.259655274
ZNF609	-0.237288671
CDC34	0.143201948
LOC284080	-0.278863939
TCEB3	-0.164957635
SKINTL	-0.200174978
TMEM31	0.128276482
FLJ32063	-0.150240666
MTHFR	-0.197994123
PYY2	0.283285102
FAM32A	-0.110451313
HSPA13	-0.176896111
CYB5R4	-0.12801684
LOC340073	0.264428908
C17orf97	-0.389729286
ASB16	0.239087783
MAML1	0.216100141
C17orf96	-0.318291698
ZSWIM4	0.254462193
POLR2G	0.098620582
ZNF396	-0.167420027
FOXB2	0.270651509
OTOG	0.251070249
C10orf26	-0.150118393
MPDU1	0.157802689
PSMD5	-0.138899132
PRNP	-0.127359704
HGS	-0.093769295
PARD3	0.417573015
CBFB	-0.129615953
HIP1	-0.19635863
NEK6	0.162680016
SLC22A24	0.243317068
TOMM70A	-0.218193401
SCNN1G	0.196781787
MGAT4C	0.381486658
ZNF619	-0.237668636
ABCB6	0.251148738
LCE1D	0.207020965
C7orf55	-0.158503888
PHF10	0.254363922
C18orf54	-0.252524922
ISY1	-0.154143014
SMPX	0.30483743
MORN4	-0.254595999
SRL	0.100510057
ZSWIM6	0.196797533
TP53INP2	0.331364549
C19orf26	0.305613116
C16orf53	-0.174213411
S100A11	-0.184125626
RAD51C	0.123965004
C12orf77	0.127507485
KIAA0391	0.097138166
SH3BP5L	-0.125741128
GYS1	0.144429889
C14orf49	-0.279387709
C6orf1	-0.11304228
C2orf81	-0.214699227
ETF1	-0.139998499
PCDHGA12	-0.23830367
C14orf183	0.221057697
LOC283028	0.281229263
C9orf167	-0.168696123
MAGEB1	0.267474686
C6orf10	0.331178881
TREML3	0.298379022
C1orf228	0.163530064
SDCCAG3	0.116914819
OR51G2	-0.216732805
DPPA3	0.232745536
OR2C3	0.465111632
HSD11B2	-0.252764424
KCNC3	0.201859595
COX6A1	-0.102892315
LOC100128356	0.492596945
MSH3	-0.145683838
EMILIN2	-0.121237677
NHSL2	0.343417672
BTNL2	0.211692961
CLCNKB	0.235575152
SERPINH1	0.184136746
LOC283435	0.239999466
STX10	-0.106977588
LOC100130278	0.293418623
TSPAN5	-0.353820036
KIAA1328	-0.273777499
SNRNP40	0.239731356
STT3B	0.168639981
ATP6V1A	-0.122210467
DKFZp434J0226	0.243422197
LCE4A	0.253401399
TRPV5	0.312956103
LOC100129717	-0.174929285
LOC100130931	0.21125449
P2RY8	-0.34406269
KCNN1	0.272693073
LOC440028	0.23321737
PLA2G12A	-0.131213271
RHO	0.17999738
GPR63	0.266456665
CGRRF1	-0.151567345
OBFC2B	-0.198795887
TAX1BP3	-0.1872128
IL1RAPL1	0.251010673
TRERF1	0.267257906
LOC100130452	0.337989949
FICD	-0.153088271
ARRDC2	-0.126752115
MACROD1	0.233756427
LOC643542	0.283429656
LOC100129900	0.240349903
NRF1	-0.216455609
ZNF99	-0.242420259
C12orf44	0.115574259
LCNL1	0.25175066
PCOLCE	-0.22257441
IKZF5	-0.238802731
WNT7A	0.254568857
LEUTX	0.145095845
SLC2A10	0.297784744
ZBTB26	-0.188305468
TPPP	-0.328115911
KCNK5	0.322233262
CDR1	0.126585118
TADA1	-0.197043468
LOC100128950	0.178225719
PIGS	-0.100768117
C1QTNF2	0.239762885
KIFC2	-0.165697387
REG1A	0.188396501
TMEM135	-0.220905982
SLC41A3	-0.152170764
ATP5S	-0.13918823
OTP	-0.185571423
THAP3	-0.231737177
SOX3	-0.380519807
DEFB108B	0.18608152
KIAA0564	-0.153881422
ATP2B1	-0.229995597
ZNF254	-0.190010521
FADD	-0.099709969
LOC440173	0.307361944
PITX1	0.282942219
C20orf197	0.260893451
ETV1	-0.320462531
RBM47	-0.118689945
GATAD2A	-0.130097288
SLC44A2	-0.160615306
FLJ42200	-0.176553171
RCC2	-0.110461507
AIRE	0.223560991
TNC	0.238358344
ZNF513	-0.17468824
TMPRSS12	0.204606664
ZNF585A	-0.155918571
MEPCE	-0.14006996
PRKG1	0.35094443
LOC641365	0.337708182
PTH1R	0.299938052
CD40	-0.137051556
SUV39H1	0.161924327
LCE3B	-0.201220586
F13B	0.297776149
PRF1	-0.363715111
KIF1B	0.132858488
GTPBP4	-0.093632891
HADH	-0.123128109
IQCG	-0.167132409
ZNF311	0.282084955
FAM83A	0.338708435
OR51E1	0.256115172
CLIP1	-0.137235237
GOLGA4	-0.20016433
SAGE1	0.178676518
RPS6KA1	0.128372807
PHF16	0.204045093
CR1L	-0.288367422
CSPG5	-0.330950566
FGFR1OP	0.156784966
C16orf3	-0.213359819
LECT1	-0.206519782
C5orf46	-0.078015034
JHDM1D	-0.27194891
ZHX3	0.213446595
SEMA3F	0.316732957
ERGIC3	-0.133678644
CPNE8	-0.22478997
OR5D16	-0.109405596
HOOK2	-0.156887956
TRAF3IP3	-0.347765531
C18orf15	0.223819631
VSIG2	-0.284681698
PHGR1	-0.208854329
LEO1	-0.130922416
CORO1B	0.209314289
HS3ST3A1	0.21019894
EMR4P	-0.323710936
GFOD1	-0.234766663
CLEC2A	0.169174399
PCDH9	0.172202107
SEL1L2	0.262491778
IL17RC	-0.180925515
DGKD	0.167862766
VASH1	-0.152100982
CLPX	0.146627185
FLNB	0.202467834
ST7L	-0.182202943
FLYWCH2	-0.24401954
ZNF193	-0.151403955
ZSCAN23	0.192973809
MPP4	0.249193944
TMEM11	0.064029139
USP30	-0.195959771
BOC	0.317854816
SUSD5	0.292330992
LRRC59	0.094173829
FLJ37644	0.166006859
PPP3CC	-0.144963607
UNC5C	0.263533505
VENTX	0.293837596
RBM19	0.124336887
PDZK1	-0.183342214
WNT5A	0.306797892
LOC100128081	0.275221584
SLC35F4	0.267382878
PLCL2	-0.162216303
LOC729013	-0.153059034
DDX43	-0.423532407
ZMIZ1	-0.14079401
LY6G6E	0.275930339
SLC29A4	-0.234238459
HIGD1B	0.279338373
SLC5A1	0.241184069
PHYHIPL	0.123729142
LOC91149	0.098048218
KCNJ10	0.309946928
SSBP4	-0.12078649
MTX1	0.124675963
SMARCB1	0.108837635
CRIP1	-0.145505232
FAM120AOS	-0.108022123
IFNE	0.21872407
NRP2	0.345439403
GPSM3	-0.147060186
MBD4	-0.125458122
DNAH9	-0.470714771
KCNJ3	0.25184762
UBE2NL	0.210476785
LOC440925	0.169938836
OR1E1	-0.237160998
OSTalpha	-0.301575961
SCN4A	0.22825971
PRDM4	-0.110308074
MAGEB16	0.200867822
KDM3A	-0.159398417
LOC100129138	0.158471507
LOC100134937	-0.189128105
RPRM	-0.129792801
SNX33	-0.275885645
KDELR3	-0.267167218
NKIRAS2	0.163561679
CXorf40B	0.07740153
PRDM1	-0.307217591
ABCC3	-0.157439335
WFDC13	-0.244185726
C17orf80	-0.137259949
WDR66	-0.393800714
ZNF195	-0.148208337
TCTE1	0.253387109
PRICKLE3	-0.23720236
DOT1L	0.242990128
IGSF9B	0.186691231
CEACAM8	-0.45965713
SLC8A1	0.182031964
ESPNL	-0.240226323
TMEM167B	0.118427861
AP3S2	-0.119693952
C19orf60	0.110759938
SUFU	-0.220613595
CCNO	-0.348000461
SCARF1	-0.239416922
ATP6V0E1	-0.104517169
C14orf182	-0.23506484
APOBEC4	0.247817157
KLHL26	-0.196708935
C8orf29	-0.132110816
SARS	-0.087213745
ADCY5	-0.178811555
KSR1	-0.367169048
LOC100507362	0.234850261
TTTY9A	0.250232811
STXBP4	-0.291846724
FITM1	-0.223687334
ROPN1	0.220947424
SLC10A4	-0.175062498
RNF217	-0.176980472
C4orf50	0.372956773
ALG10	-0.184273881
PDGFC	-0.141668408
PFKL	0.273802055
MLF1	-0.20183609
KCNH6	-0.181356845
EEF1G	-0.111680837
PSAPL1	-0.16338459
PPIL1	-0.106982031
RPL38	-0.124278739
TMEM200B	0.14446181
COX1	-0.163919147
MEGF10	0.20148554
TBC1D21	0.200425187
INHBB	0.358941889
C10orf131	0.209940312
FBXO34	-0.114774944
FLJ34747	0.200679041
PAAF1	-0.109750118
WHSC1L1	-0.130041753
CTSL2	0.207921566
OR4F15	0.266401409
PTPLB	0.124066523
UNC93A	0.255702331
TMEM231	-0.225094328
ARFGAP3	0.101716017
LOC388813	0.197303629
C8orf37	-0.248616888
TCAP	0.152569184
C19orf44	0.19174111
SETD5	-0.143113628
FAM196B	0.460176286
GPR83	-0.186957406
LOC100129931	0.32185496
LOC100131023	0.268777165
HGC6.3	0.243508699
ARL16	-0.152647498
OXCT1	0.290211028
PRDM10	-0.253656178
CACNB2	0.188295006
CCDC80	-0.196814695
GNB1	-0.109647031
OR5K4	0.252739032
PIGY	-0.112659655
POLR2B	-0.106431067
TNFSF15	0.245977335
MRPL44	0.119662603
LOC401188	0.275031748
C12orf45	0.094014224
BATF3	-0.170262563
APBB1IP	-0.143575677
DR1	-0.108031649
GPR111	0.19351667
BLID	-0.117202358
PHLDA1	0.200855823
CTSL3	0.299733793
TDRD3	-0.298858341
RASA4	-0.225027005
CD38	-0.263051059
RNU12	0.22803202
C9orf148	-0.141576894
CTNNA3	-0.14360334
WASF3	-0.146117897
EXOSC6	0.183840257
P2RY13	-0.232366849
VSIG10	-0.24701437
MNX1	0.254910664
OR6Q1	0.244852797
ITGA5	-0.152378179
LOC100133145	0.123841092
PAX1	-0.160482997
OXSM	-0.112421591
LOC283475	0.230845373
NMUR1	-0.363852968
MT1IP	0.364775432
MYO1F	-0.118005632
ABHD11	-0.105115432
HGFAC	0.237938018
PCA3	0.35374629
WIPF2	-0.091286113
FAM126B	-0.17380563
ANKK1	-0.264002589
ESPN	0.221372751
CLEC4D	-0.287081085
APOM	-0.153297789
TMPRSS11B	0.225603127
HS6ST2	0.352031748
ITFG1	-0.125503572
LOC285556	-0.191100265
NMT2	-0.268129612
TMOD2	-0.222701378
LOC100131234	0.250562611
GSTT1	-0.733369236
C10orf81	0.229278001
KRTAP5-10	0.32149082
RASSF1	-0.097549536
BANF1	-0.156976103
C9orf72	0.253075264
SMC1A	-0.230043001
LOC255654	0.35246851
EDA2R	0.390532047
FAM168A	-0.224664387
FOLH1B	0.311527609
TAS2R9	0.224626835
CITED4	0.16300771
OR5B12	0.195383631
DNM3	0.241477552
SIRPB1	-0.327502839
IMPA1	-0.134091283
ANKRD57	-0.177872924
C17orf42	-0.139776365
C3orf32	0.220594395
CLDN8	0.158933209
UBE2V2	-0.202829895
LYG2	0.176854544
RAB27B	0.24360971
RPL39	-0.122313231
ARGFX	0.232280613
NDUFB10	0.105350719
LGALS13	0.207541476
POM121L2	0.214075111
DRD4	-0.276197755
MBLAC1	-0.190884556
HDGF	-0.142863105
ARF6	-0.148824389
C2orf74	-0.207682107
HDAC6	-0.142074331
DYNC2LI1	-0.25200546
KRT18	0.199729358
PPP1R1A	0.320716803
LOC100134256	0.246930149
TSTD2	-0.153179902
PTGES2	0.149811245
OAS3	-0.219353028
CLASP1	-0.155833584
PARN	-0.106066794
RNF222	0.347201995
ZNF257	-0.133081683
KCNJ13	-0.214974549
LOC284009	-0.228611343
KISS1R	-0.206000788
RFTN2	0.156976752
AADACL3	0.231540972
ARMCX1	-0.112707124
ASB11	-0.111154956
LOC158696	0.208131221
LOC389831	0.377795847
MRPL43	0.092979247
KRTAP5-11	0.156190432
DPY19L3	-0.219701611
JRKL	-0.220373297
RBM39	0.149599943
PCNX	0.240200526
RSRC2	-0.164156431
NIPAL1	0.235624531
CLEC14A	0.181182252
MITD1	-0.115019891
GRHL2	0.361533457
CEP350	-0.210690198
TAS2R60	0.263811652
MAP2K6	0.153234976
ZBTB45	-0.114830458
SV2A	0.200444907
NEDD1	-0.150318101
SYNCRIP	-0.106726552
LOC100130372	0.443845603
C22orf33	0.385993172
CCL1	0.242279183
EXOSC2	0.152246681
COL28A1	0.336142891
RPS28	-0.132164983
ANKFY1	-0.207843851
ABCA12	-0.120052336
CHPT1	-0.152131595
LOC339316	-0.16795359
C13orf27	0.118270102
FLJ35024	-0.137806151
MAPKAPK2	-0.138698715
TTC37	-0.128453686
N6AMT2	0.106369702
PRM1	0.212406808
PRDM12	0.199551084
LOC147093	-0.124426996
RFC3	-0.233094811
EGOT	0.119374777
SPG21	-0.102411756
RETNLB	0.235458102
C9orf37	-0.18102159
POMC	-0.236785995
ABCB7	-0.162497291
SLC35E2	-0.213810011
MATR3	-0.128984156
ATP1B2	0.239683563
CLMN	-0.097935054
BRF1	-0.160307639
PTPRD	-0.156738956
